"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67079451","2025-12-06T20:26:00.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","3+ Family Apartment Building","10003","85 EAST   10 STREET","EAST   10 STREET","4 AVENUE","3 AVENUE","4 AVENUE","3 AVENUE","ADDRESS","In Progress","03 MANHATTAN","MANHATTAN","987090","205610","PHONE","Unspecified","MANHATTAN","40.73102817334543","-73.98975290710104","@{latitude=40.73102817334543; longitude=-73.98975290710104; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082435","2025-12-06T20:26:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","10034","181 SEAMAN AVENUE","SEAMAN AVENUE","WEST 207 STREET","ISHAM STREET",,,"ADDRESS","Closed","12 MANHATTAN","MANHATTAN","1006082","256162","PHONE","Unspecified","MANHATTAN","40.86975302405645","-73.921062932631","@{latitude=40.86975302405645; longitude=-73.921062932631; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078039","2025-12-06T20:23:56.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","3+ Family Apartment Building","10456","1401 TELLER AVENUE","TELLER AVENUE","EAST  170 STREET",,"EAST  170 STREET",,"ADDRESS","In Progress","04 BRONX","BRONX","1009271","244287","ONLINE","Unspecified","BRONX","40.83715123642594","-73.90957692476908","@{latitude=40.83715123642594; longitude=-73.90957692476908; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085397","2025-12-06T20:22:19.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","11205","139 FRANKLIN AVENUE","FRANKLIN AVENUE","PARK AVENUE","MYRTLE AVENUE","PARK AVENUE","MYRTLE AVENUE","ADDRESS","In Progress","03 BROOKLYN","BROOKLYN","995872","192447","PHONE","Unspecified","BROOKLYN","40.69489170048669","-73.95808902447935","@{latitude=40.69489170048669; longitude=-73.95808902447935; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078229","2025-12-06T20:21:37.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11222","116 HURON STREET","HURON STREET","FRANKLIN STREET","MANHATTAN AVENUE","FRANKLIN STREET","MANHATTAN AVENUE","ADDRESS","In Progress","01 BROOKLYN","BROOKLYN","996229","206269","MOBILE","Unspecified","BROOKLYN","40.732829310779245","-73.95677702518459","@{latitude=40.732829310779245; longitude=-73.95677702518459; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082606","2025-12-06T20:20:00.000","DEP","Department of Environmental Protection","Sewer","Manhole Cover Missing (Emergency) (SA3)",,"11436",,,,,"SUTPHIN BOULEVARD","116 AVENUE","INTERSECTION","Open","12 QUEENS","QUEENS","1041757","188022","PHONE","Unspecified","QUEENS","40.68256691592211","-73.79265778881334","@{latitude=40.68256691592211; longitude=-73.79265778881334; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082764","2025-12-06T20:17:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Cycling",,"10006",,,,,"CARLISLE STREET","GREENWICH STREET","INTERSECTION","Open","01 MANHATTAN","MANHATTAN","980573","197487","UNKNOWN","Unspecified","MANHATTAN","40.70873218671085","-74.01326266125083","@{latitude=40.70873218671085; longitude=-74.01326266125083; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082298","2025-12-06T20:12:53.000","DOHMH","Department of Health and Mental Hygiene","Food Establishment","Food Worker Hygiene","Restaurant/Bar/Deli/Bakery","11421","92-20 JAMAICA AVENUE","JAMAICA AVENUE","92 STREET","WOODHAVEN BOULEVARD","92 STREET","WOODHAVEN BOULEVARD","ADDRESS","In Progress","09 QUEENS","QUEENS","1025018","191916","ONLINE","Unspecified","QUEENS","40.69334796062744","-73.85298676420625","@{latitude=40.69334796062744; longitude=-73.85298676420625; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082474","2025-12-06T20:12:03.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10025","701 WEST END AVENUE","WEST END AVENUE","WEST   94 STREET","WEST   95 STREET","WEST   94 STREET","WEST   95 STREET","ADDRESS","In Progress","07 MANHATTAN","MANHATTAN","991421","228572","MOBILE","Unspecified","MANHATTAN","40.79405049782799","-73.97410159622235","@{latitude=40.79405049782799; longitude=-73.97410159622235; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083904","2025-12-06T20:11:44.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11365","160-15 72 AVENUE","72 AVENUE","160 STREET","161 STREET","160 STREET","161 STREET","ADDRESS","In Progress","08 QUEENS","QUEENS","1037261","204603","ONLINE","Unspecified","QUEENS","40.72810581340804","-73.80873758785437","@{latitude=40.72810581340804; longitude=-73.80873758785437; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085366","2025-12-06T20:11:13.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10460","1648 TAYLOR AVENUE","TAYLOR AVENUE","DEAD END","VAN NEST AVENUE","DEAD END","VAN NEST AVENUE","ADDRESS","In Progress","11 BRONX","BRONX","1020767","245864","MOBILE","Unspecified","BRONX","40.84143958439714","-73.86802314238975","@{latitude=40.84143958439714; longitude=-73.86802314238975; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076604","2025-12-06T20:11:08.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Structure - Outdoors","Park","10028","1000 5 AVENUE","5 AVENUE","EAST   81 STREET","EAST   82 STREET","EAST   81 STREET","EAST   82 STREET","ADDRESS","In Progress","64 MANHATTAN","MANHATTAN","994623","222956","ONLINE","Unspecified","MANHATTAN","40.77863290127972","-73.96254609596876","@{latitude=40.77863290127972; longitude=-73.96254609596876; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084283","2025-12-06T20:10:00.000","DOT","Department of Transportation","Traffic Signal Condition","LED Pedestrian Unit",,"10011",,,,,"9 AVENUE","WEST 23 STREET","INTERSECTION","Closed","04 MANHATTAN","MANHATTAN","983883","211244","UNKNOWN","Unspecified","MANHATTAN","40.74649255468646","-74.00132449156148","@{latitude=40.74649255468646; longitude=-74.00132449156148; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078176","2025-12-06T20:09:20.000","DOT","Department of Transportation","Street Condition","Plate Condition - Noisy","Street","10029","2145 2 AVENUE","2 AVENUE","EAST  110 STREET","EAST  111 STREET","EAST  110 STREET","EAST  111 STREET","ADDRESS","In Progress","11 MANHATTAN","MANHATTAN","1000746","228338","ONLINE","Unspecified","MANHATTAN","40.79339574405206","-73.94042450234399","@{latitude=40.79339574405206; longitude=-73.94042450234399; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082315","2025-12-06T20:08:14.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10302","37 TRANTOR PLACE","TRANTOR PLACE","INNIS STREET","BAYONNE BR PED AND BIKE PATH","INNIS STREET","BAYONNE BR PED AND BIKE PATH","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","944532","169845","ONLINE","Unspecified","STATEN ISLAND","40.63277280672721","-74.14309682759378","@{latitude=40.63277280672721; longitude=-74.14309682759378; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077131","2025-12-06T20:08:00.000","DOT","Department of Transportation","Traffic Signal Condition","Vehicle Signal",,"11234",,,,,"FLATLANDS AVENUE","EAST 45 STREET","INTERSECTION","Open","18 BROOKLYN","BROOKLYN","1003073","166357","UNKNOWN","Unspecified","BROOKLYN","40.623268029031834","-73.93219378898029","@{latitude=40.623268029031834; longitude=-73.93219378898029; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081148","2025-12-06T20:08:00.000","DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"11238","418 ST JOHNS PLACE","ST JOHNS PLACE","UNDERHILL AVE","WASHINGTON AVE",,,"ADDRESS","Open","08 BROOKLYN","BROOKLYN","994138","184790","ONLINE","Unspecified","BROOKLYN","40.673877092521906","-73.96435336918785","@{latitude=40.673877092521906; longitude=-73.96435336918785; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082352","2025-12-06T20:07:49.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Rodent Sighting","Park","11238","GRAND ARMY PLAZA","GRAND ARMY PLAZA","FLATBUSH AVENUE","PLAZA ST WEST","FLATBUSH AVENUE","PLAZA ST WEST","PLACE","In Progress","55 BROOKLYN","BROOKLYN","992382","184773","MOBILE","Grand Army Plaza (Brooklyn)","BROOKLYN","40.67383221855589","-73.97068383857854","@{latitude=40.67383221855589; longitude=-73.97068383857854; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078599","2025-12-06T20:06:00.000","DOT","Department of Transportation","Traffic Signal Condition","Vehicle Signal",,"11226",,,,,"FOSTER AVENUE","OCEAN AVENUE","INTERSECTION","Open","14 BROOKLYN","BROOKLYN","995796","171110","UNKNOWN","Unspecified","BROOKLYN","40.636326482088855","-73.95839963535299","@{latitude=40.636326482088855; longitude=-73.95839963535299; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079593","2025-12-06T20:05:41.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10075","1512 1 AVENUE","1 AVENUE","EAST   78 STREET","EAST   79 STREET","EAST   78 STREET","EAST   79 STREET","ADDRESS","In Progress","08 MANHATTAN","MANHATTAN","997337","220627","MOBILE","Unspecified","MANHATTAN","40.77223680709582","-73.95275116421914","@{latitude=40.77223680709582; longitude=-73.95275116421914; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085197","2025-12-06T20:04:18.000","DOT","Department of Transportation","Bus Stop Shelter Complaint","Dirty/Graffiti","Bus Stop Shelter","11235","1510 AVENUE Z","AVENUE Z","BRIGHTON LINE","EAST   16 STREET","BRIGHTON LINE","EAST   16 STREET","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","997034","153504","ONLINE","Unspecified","BROOKLYN","40.58799994597548","-73.95397243997567","@{latitude=40.58799994597548; longitude=-73.95397243997567; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079536","2025-12-06T20:04:04.000","DOT","Department of Transportation","Street Condition","Defective Hardware","Street","11201","247 HENRY STREET","HENRY STREET","JORALEMON STREET","STATE STREET","JORALEMON STREET","STATE STREET","ADDRESS","In Progress","02 BROOKLYN","BROOKLYN","985582","191713","ONLINE","Unspecified","BROOKLYN","40.69288457141688","-73.99519671857111","@{latitude=40.69288457141688; longitude=-73.99519671857111; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082562","2025-12-06T20:02:56.000","OOS","Office of the Sheriff","Cannabis Retailer","Unlicensed",,"11249","133 NORTH    4 STREET","NORTH    4 STREET","BERRY STREET","BEDFORD AVENUE","BERRY STREET","BEDFORD AVENUE","ADDRESS","In Progress","01 BROOKLYN","BROOKLYN","995387","200275","PHONE","Unspecified","BROOKLYN","40.7163783369144","-73.95982507270826","@{latitude=40.7163783369144; longitude=-73.95982507270826; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075635","2025-12-06T20:01:00.000","DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11224",,,,,"MERMAID AVENUE","WEST 29 STREET","INTERSECTION","Closed","13 BROOKLYN","BROOKLYN","985533","148929","UNKNOWN","Unspecified","BROOKLYN","40.57545160215122","-73.99538155017676","@{latitude=40.57545160215122; longitude=-73.99538155017676; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080967","2025-12-06T20:00:59.000","DOHMH","Department of Health and Mental Hygiene","Construction Lead Dust","In Common Areas","Other (Explain Below)","10023","240 WEST   73 STREET","WEST   73 STREET","BROADWAY","WEST END AVENUE","BROADWAY","WEST END AVENUE","ADDRESS","In Progress","07 MANHATTAN","MANHATTAN","989082","223407","ONLINE","Unspecified","MANHATTAN","40.779875543029725","-73.98255271981678","@{latitude=40.779875543029725; longitude=-73.98255271981678; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085396","2025-12-06T20:00:50.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","11214","2526 HARWAY AVENUE","HARWAY AVENUE","BAY   40 STREET","BAY   41 STREET","BAY   40 STREET","BAY   41 STREET","ADDRESS","In Progress","11 BROOKLYN","BROOKLYN","986549","155046","ONLINE","Unspecified","BROOKLYN","40.59224134821681","-73.99172214667232","@{latitude=40.59224134821681; longitude=-73.99172214667232; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074099","2025-12-06T20:00:09.000","DSNY","Department of Sanitation","Graffiti","Graffiti","Comercial","11235","1514 Z AVENUE","Z AVENUE",,,,,"ADDRESS","Open","15 BROOKLYN","BROOKLYN","997040","153504","UNKNOWN","Unspecified","BROOKLYN","40.587999937320006","-73.95395083755787","@{latitude=40.587999937320006; longitude=-73.95395083755787; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075232","2025-12-06T19:59:57.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11237","938 HART STREET","HART STREET","IRVING AVENUE","WYCKOFF AVENUE","IRVING AVENUE","WYCKOFF AVENUE","ADDRESS","In Progress","04 BROOKLYN","BROOKLYN","1006252","195791","PHONE","Unspecified","BROOKLYN","40.704050477222346","-73.92064601074313","@{latitude=40.704050477222346; longitude=-73.92064601074313; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075367","2025-12-06T19:59:00.000","DEP","Department of Environmental Protection","Water System","Dirty Water (WE)",,"10468","2764 CRESTON AVENUE","CRESTON AVENUE","E 196 ST","E 197 ST",,,"ADDRESS","Open","07 BRONX","BRONX","1013832","256108","ONLINE","Unspecified","BRONX","40.86958224000897","-73.89304183795436","@{latitude=40.86958224000897; longitude=-73.89304183795436; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077141","2025-12-06T19:59:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"10456",,,,,"BOSTON ROAD","EAST 168 STREET","INTERSECTION","Open","03 BRONX","BRONX","1011314","241548","UNKNOWN","Unspecified","BRONX","40.829627450466724","-73.90220480962611","@{latitude=40.829627450466724; longitude=-73.90220480962611; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074176","2025-12-06T19:53:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11694","568 BEACH  130 STREET","BEACH  130 STREET","BEACH CHANNEL DR","CRONSTON AVE",,,"ADDRESS","Open","14 QUEENS","QUEENS","1025438","150880","UNKNOWN","Unspecified","QUEENS","40.580711122434785","-73.85172269508973","@{latitude=40.580711122434785; longitude=-73.85172269508973; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082861","2025-12-06T19:50:00.000","DOT","Department of Transportation","Street Light Condition","Fixture/Luminaire Hanging",,,"ELEANOR ST","ELEANOR ST","ROCKLAND AVE","UNNAMED ST",,,"BLOCKFACE","Open","0 Unspecified","Unspecified",,,"UNKNOWN","Unspecified","Unspecified",,,
"67082575","2025-12-06T19:47:35.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Commercial Building","10001","312 WEST   34 STREET","WEST   34 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","In Progress","04 MANHATTAN","MANHATTAN","985874","213420","ONLINE","Unspecified","MANHATTAN","40.75246498456307","-73.99413850914024","@{latitude=40.75246498456307; longitude=-73.99413850914024; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075052","2025-12-06T19:44:38.000","DOT","Department of Transportation","Highway Condition","Cave-in","Highway",,,,,,,,,"In Progress","Unspecified QUEENS","QUEENS",,,"ONLINE","Unspecified","QUEENS",,,
"67075364","2025-12-06T19:44:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10304","97 ATLANTIC AVENUE","ATLANTIC AVENUE","JOHNSON PL","BEAR ST",,,"ADDRESS","Open","02 STATEN ISLAND","STATEN ISLAND","957805","155515","PHONE","Unspecified","STATEN ISLAND","40.593489505657395","-74.09522051581453","@{latitude=40.593489505657395; longitude=-74.09522051581453; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079502","2025-12-06T19:43:37.000","EDC","Economic Development Corporation","Noise - Helicopter","Other","Above Address","10016","208 EAST   28 STREET","EAST   28 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","In Progress","06 MANHATTAN","MANHATTAN","989655","209538","ONLINE","Unspecified","MANHATTAN","40.74180836717385","-73.98049489472714","@{latitude=40.74180836717385; longitude=-73.98049489472714; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
